user_id,rate,movie_id
u_428,3.5,11
u_430,4.0,11
u_432,3.5,11
u_432,4.0,11
u_434,5.0,11
u_434,4.5,11
u_434,0.5,11
u_437,5.0,11
u_438,5.0,11
u_438,3.0,11
u_441,5.0,11
u_441,4.0,11
u_441,4.5,11
u_443,4.0,11
u_445,5.0,11
u_448,5.0,11
u_448,2.0,11
u_450,5.0,11
u_452,5.0,11
u_452,4.0,11
u_453,4.0,11
u_453,3.0,11
u_453,5.0,11
u_456,5.0,11
u_457,5.0,11
u_457,3.0,11
u_459,4.0,11
u_461,0.5,11
u_462,4.0,11
u_462,2.5,11
u_462,1.0,11
u_462,0.5,11
u_464,5.0,11
u_465,3.0,11
u_465,4.0,11
u_465,2.0,11
u_466,1.5,11
u_466,2.5,11
u_469,4.0,11
u_469,5.0,11
u_469,3.0,11
u_474,4.0,11
u_474,5.0,11
u_475,5.0,11
u_477,4.5,11
u_477,5.0,11
u_477,4.0,11
u_479,4.0,11
u_479,3.0,11
u_480,4.5,11
u_480,5.0,11
u_480,3.5,11
u_480,2.0,11
u_483,4.5,11
u_483,3.0,11
u_487,4.0,11
u_489,1.0,11
u_489,1.5,11
u_492,4.0,11
u_493,5.0,11
u_494,5.0,11
u_494,4.0,11
u_497,2.0,11
u_500,4.0,11
u_509,4.0,11
u_510,3.5,11
u_511,4.0,11
u_513,5.0,11
u_513,4.0,11
u_514,5.0,11
u_514,4.0,11
u_515,5.0,11
u_516,5.0,11
u_517,3.5,11
u_517,2.0,11
u_520,1.5,11
u_522,5.0,11
u_522,4.5,11
u_522,4.0,11
u_522,3.0,11
u_524,5.0,11
u_524,3.0,11
u_525,4.0,11
u_525,4.5,11
u_525,3.0,11
u_527,5.0,11
u_529,5.0,11
u_531,5.0,11
u_534,4.5,11
u_534,3.5,11
u_534,4.0,11
u_540,5.0,11
u_540,4.5,11
u_548,3.5,11
u_549,2.0,11
u_551,3.5,11
u_552,5.0,11
u_552,3.5,11
u_554,5.0,11
u_555,5.0,11
u_557,3.0,11
u_557,2.0,11
u_559,5.0,11
u_559,4.0,11
u_560,4.0,11
u_561,4.5,11
u_561,5.0,11
u_561,2.0,11
u_562,3.0,11
u_567,2.0,11
u_567,1.5,11
u_567,0.5,11
u_570,3.5,11
u_570,4.0,11
u_571,3.0,11
u_572,5.0,11
u_573,5.0,11
u_573,3.5,11
u_577,5.0,11
u_577,3.0,11
u_577,4.0,11
u_580,4.0,11
u_582,4.0,11
u_586,4.5,11
u_590,5.0,11
u_590,4.5,11
u_590,2.5,11
u_591,5.0,11
u_593,5.0,11
u_593,4.5,11
u_593,2.5,11
u_594,4.0,11
u_595,4.0,11
u_596,4.0,11
u_596,3.5,11
u_597,5.0,11
u_597,3.0,11
u_599,5.0,11
u_599,3.0,11
u_600,4.0,11
u_600,4.5,11
u_600,1.0,11
u_602,5.0,11
u_603,4.0,11
u_603,3.0,11
u_603,1.0,11
u_605,5.0,11
u_606,4.5,11
u_606,3.5,11
u_607,3.0,11
u_608,3.5,11
u_608,4.0,11
u_610,5.0,11
u_610,3.0,11
u_7,0.5,11
u_9,3.0,11
u_20,4.0,11
u_34,4.0,11
u_51,1.5,11
u_63,2.5,11
u_95,4.0,11
u_97,4.0,11
u_103,3.0,11
u_108,3.0,11
u_166,3.0,11
u_169,4.5,11
u_187,2.0,11
u_190,3.0,11
u_198,3.0,11
u_199,1.5,11
u_219,2.0,11
u_220,4.0,11
u_226,3.5,11
u_247,2.0,11
u_279,1.0,11
u_287,1.0,11
u_288,3.5,11
u_292,3.0,11
u_305,3.0,11
u_312,4.0,11
u_332,2.0,11
u_354,3.0,11
u_365,2.5,11
u_370,1.0,11
u_380,3.0,11
u_382,4.0,11
u_427,3.5,11
u_434,1.0,11
u_438,3.5,11
u_448,3.0,11
u_463,4.0,11
u_474,3.0,11
u_479,1.0,11
u_480,3.0,11
u_482,4.5,11
u_489,0.5,11
u_520,2.0,11
u_525,2.5,11
u_540,4.0,11
u_552,4.0,11
u_561,2.5,11
u_573,3.0,11
u_590,3.0,11
u_593,1.5,11
u_608,4.5,11
u_610,3.5,11
u_24,3.5,11
u_62,4.0,11
u_68,4.5,11
u_103,2.5,11
u_114,2.5,11
u_148,3.5,11
u_209,3.5,11
u_252,4.0,11
u_258,0.5,11
u_279,3.5,11
u_319,3.5,11
u_328,2.5,11
u_400,4.5,11
u_414,3.5,11
u_448,3.5,11
u_475,4.5,11
u_495,4.5,11
u_561,4.0,11
u_582,4.5,11
u_586,5.0,11
u_596,4.5,11
u_599,3.5,11
u_610,4.5,11
u_62,3.5,11
u_98,3.0,11
u_210,4.5,11
u_380,0.5,11
u_414,4.5,11
u_514,2.0,11
u_515,4.0,11
u_7,1.0,11
u_75,0.5,11
u_76,4.5,11
u_103,2.0,11
u_139,2.5,11
u_141,2.0,11
u_166,4.0,11
u_167,2.0,11
u_182,2.0,11
u_187,2.5,11
u_199,2.5,11
u_219,3.5,11
u_226,4.0,11
u_249,4.0,11
u_254,3.5,11
u_263,3.5,11
u_264,4.0,11
u_279,3.0,11
u_305,3.5,11
u_328,1.5,11
u_474,4.5,11
u_478,4.0,11
u_480,4.0,11
u_509,3.0,11
u_561,3.5,11
u_573,4.5,11
u_580,5.0,11
u_590,3.5,11
u_593,3.0,11
u_596,3.0,11
u_605,2.0,11
u_606,4.0,11
u_610,4.0,11
u_474,3.5,20
u_580,3.5,20
u_7,4.5,22
u_18,4.5,22
u_21,4.0,22
u_22,2.5,22
u_28,2.0,22
u_34,5.0,22
u_41,3.0,22
u_45,5.0,22
u_50,3.0,22
u_62,4.0,22
u_63,4.0,22
u_64,4.0,22
u_66,3.5,22
u_67,4.5,22
u_68,5.0,22
u_73,4.5,22
u_76,2.0,22
u_77,4.0,22
u_80,4.0,22
u_82,4.5,22
u_83,3.5,22
u_86,4.0,22
u_91,5.0,22
u_103,4.5,22
u_104,3.0,22
u_105,4.0,22
u_106,5.0,22
u_111,3.0,22
u_116,4.0,22
u_119,4.0,22
u_125,4.0,22
u_129,4.0,22
u_132,3.0,22
u_139,3.0,22
u_140,3.5,22
u_141,4.0,22
u_143,3.0,22
u_144,5.0,22
u_156,4.0,22
u_167,4.5,22
u_169,4.5,22
u_177,5.0,22
u_178,2.5,22
u_182,2.5,22
u_190,3.0,22
u_200,4.0,22
u_210,4.5,22
u_212,3.5,22
u_213,4.0,22
u_215,4.0,22
u_219,4.5,22
u_220,5.0,22
u_221,3.5,22
u_222,3.5,22
u_226,4.5,22
u_230,5.0,22
u_232,4.5,22
u_233,3.0,22
u_237,3.0,22
u_239,4.0,22
u_246,5.0,22
u_247,4.0,22
u_248,4.0,22
u_249,4.0,22
u_254,4.0,22
u_263,4.0,22
u_274,4.0,22
u_280,3.5,22
u_282,4.0,22
u_286,4.0,22
u_288,4.0,22
u_292,4.0,22
u_298,2.5,22
u_301,4.0,22
u_307,3.0,22
u_308,3.5,22
u_318,3.5,22
u_328,3.5,22
u_331,3.0,22
u_332,4.5,22
u_339,3.0,22
u_351,4.0,22
u_352,4.0,22
u_356,3.0,22
u_361,3.5,22
u_362,4.0,22
u_365,3.5,22
u_366,4.0,22
u_370,4.0,22
u_378,4.0,22
u_380,5.0,22
u_381,3.5,22
u_387,3.5,22
u_393,5.0,22
u_401,3.5,22
u_407,4.0,22
u_414,4.5,22
u_416,2.0,22
u_420,4.0,22
u_425,3.5,22
u_428,2.5,22
u_432,0.5,22
u_435,4.5,22
u_438,5.0,22
u_448,3.5,22
u_460,4.0,22
u_462,4.0,22
