u_10,5,Batman Begins,4116,Action|Crime|IMAX
u_10,2.5,Match Point,64957,Crime|Drama|Romance
u_10,2.5,Match Point,832,Crime|Drama|Romance
u_10,3.5,"Single Man, A",187689,Drama
u_10,3.5,"Single Man, A",183314,Drama
u_10,3.5,"Single Man, A",135896,Drama
u_11,3,Broken Arrow,76340,Action|Adventure|Thriller
u_11,3,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_11,3,Speed,39792,Action|Romance|Thriller
u_11,5,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_11,5,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_11,4,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_11,4,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_11,4,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_11,4,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_13,5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_13,5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_13,5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_13,5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_13,4,X-Men,45375,Action|Adventure|Sci-Fi
u_14,5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_14,5,Broken Arrow,76340,Action|Adventure|Thriller
u_14,2,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_14,4,While You Were Sleeping,183473,Comedy|Romance
u_14,1,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_14,3,Speed,39792,Action|Romance|Thriller
u_14,2,Batman,4116,Action|Crime|Thriller
u_14,4,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_14,4,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_15,3.5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_15,5,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_15,5,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_15,3,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_15,3.5,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_15,5,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_15,5,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_15,4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_15,5,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_15,5,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_15,4,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_15,4,"Matrix, The",832,Action|Sci-Fi|Thriller
u_15,1.5,Memento,832,Mystery|Thriller
u_15,3.5,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_15,3.5,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_15,5,Catch Me If You Can,50872,Crime|Drama
u_15,2.5,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_15,3.5,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_16,3.5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_16,3,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_16,3,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_16,3,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_16,3,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_16,4,Monty Python and the Holy Grail,832,Adventure|Comedy|Fantasy
u_16,3,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_16,3,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_16,3.5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_16,3.5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_16,3.5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_16,4.5,Memento,832,Mystery|Thriller
u_16,3,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_17,4,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_17,5,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_17,5,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_17,4.5,Batman,4116,Action|Crime|Thriller
u_17,4.5,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_17,4.5,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_17,4,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_17,5,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_17,5,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_17,4.5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_17,5,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_17,5,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_17,4,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_17,5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_17,5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_17,4,Memento,832,Mystery|Thriller
u_17,4,Batman Begins,4116,Action|Crime|IMAX
u_17,4.5,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_18,3,Jumanji,65974,Adventure|Children|Fantasy
u_18,4.5,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_18,4,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_18,4,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_18,4,Star Trek: Generations,193,Adventure|Drama|Sci-Fi
u_18,2.5,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_18,3,Naked Gun 33 1/3: The Final Insult,1740,Action|Comedy
u_18,3,Naked Gun 33 1/3: The Final Insult,722,Action|Comedy
u_18,2.5,Speed,39792,Action|Romance|Thriller
u_18,3.5,Mrs. Doubtfire,832,Comedy|Drama
u_18,3.5,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_18,4.5,"Silence of the Lambs, The",170339,Crime|Horror|Thriller
u_18,4.5,"Silence of the Lambs, The",55207,Crime|Horror|Thriller
u_18,3,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_18,3,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_18,4,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_18,4.5,Monty Python and the Holy Grail,832,Adventure|Comedy|Fantasy
u_18,4,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_18,4,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_18,4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_18,4.5,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_18,4.5,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_18,4,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_18,3.5,Men in Black (a.k.a. MIB),832,Action|Comedy|Sci-Fi
u_18,4.5,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_18,4.5,"Matrix, The",832,Action|Sci-Fi|Thriller
u_18,4,X-Men,45375,Action|Adventure|Sci-Fi
u_18,4.5,Memento,832,Mystery|Thriller
u_18,4,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_18,4,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_18,4,Spider-Man,48390,Action|Adventure|Sci-Fi|Thriller
u_18,4,"Ring, The",35913,Horror|Mystery|Thriller
u_18,4,"Ring, The",2671,Horror|Mystery|Thriller
u_18,4,Catch Me If You Can,50872,Crime|Drama
u_18,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,69520,Action|Adventure|Comedy|Fantasy
u_18,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,48058,Action|Adventure|Comedy|Fantasy
u_18,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,473,Action|Adventure|Comedy|Fantasy
u_18,4.5,Pirates of the Caribbean: The Curse of the Black Pearl,22,Action|Adventure|Comedy|Fantasy
u_18,3.5,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_18,4.5,Batman Begins,4116,Action|Crime|IMAX
u_18,3.5,"Simpsons Movie, The",36,Animation|Comedy
u_18,4.5,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_19,3,Jumanji,65974,Adventure|Children|Fantasy
u_19,3,Seven (a.k.a. Se7en),807,Mystery|Thriller
u_19,2,Batman Forever,4116,Action|Adventure|Comedy|Crime
u_19,4,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_19,4,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_19,2,Star Trek: Generations,193,Adventure|Drama|Sci-Fi
u_19,3,While You Were Sleeping,183473,Comedy|Romance
u_19,4,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_19,3,Naked Gun 33 1/3: The Final Insult,1740,Action|Comedy
u_19,3,Naked Gun 33 1/3: The Final Insult,722,Action|Comedy
u_19,4,Speed,39792,Action|Romance|Thriller
u_19,2,I'll Do Anything,120880,Comedy|Drama
u_19,2,Mrs. Doubtfire,832,Comedy|Drama
u_19,3,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_19,5,Batman,4116,Action|Crime|Thriller
u_19,3,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_19,4,Willy Wonka & the Chocolate Factory,252,Children|Comedy|Fantasy|Musical
u_19,3,Monty Python and the Holy Grail,832,Adventure|Comedy|Fantasy
u_19,4,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_19,4,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_19,5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_19,3,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_19,3,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_19,5,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_19,3,"Saint, The",107467,Action|Romance|Sci-Fi|Thriller
u_19,2,Men in Black (a.k.a. MIB),832,Action|Comedy|Sci-Fi
u_19,2,I Know What You Did Last Summer,120880,Horror|Mystery|Thriller
u_19,3,Mortal Kombat: Annihilation,832,Action|Adventure|Fantasy
u_19,2,Hope Floats,147891,Comedy|Drama|Romance
u_19,2,Hope Floats,115846,Comedy|Drama|Romance
u_19,2,Hope Floats,5885,Comedy|Drama|Romance
u_19,2,Freaky Friday,76414,Children|Comedy|Fantasy
u_19,4,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_19,4,"Matrix, The",832,Action|Sci-Fi|Thriller
u_19,3,Star Wars: Episode I - The Phantom Menace,11,Action|Adventure|Sci-Fi
u_19,3,Star Wars: Episode I - The Phantom Menace,10,Action|Adventure|Sci-Fi
u_19,2,Max Dugan Returns,1793,Comedy
u_19,2,Max Dugan Returns,832,Comedy
u_19,2,Breathless,187946,Action|Drama|Romance|Thriller
u_19,2,Breathless,106983,Action|Drama|Romance|Thriller
u_19,2,Breathless,27649,Action|Drama|Romance|Thriller
u_19,2,Breathless,269,Action|Drama|Romance|Thriller
u_19,2,Mission: Impossible II,832,Action|Adventure|Thriller
u_19,4,X-Men,45375,Action|Adventure|Sci-Fi
u_20,3,Jumanji,65974,Adventure|Children|Fantasy
u_20,5,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_20,5,Beauty and the Beast,102853,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5,Beauty and the Beast,76626,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5,Beauty and the Beast,50408,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5,Beauty and the Beast,21410,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5,Beauty and the Beast,648,Animation|Children|Fantasy|Musical|Romance|IMAX
u_20,5,Willy Wonka & the Chocolate Factory,252,Children|Comedy|Fantasy|Musical
u_20,3,Mission: Impossible II,832,Action|Adventure|Thriller
u_20,3.5,X-Men,45375,Action|Adventure|Sci-Fi
u_20,3.5,Memento,832,Mystery|Thriller
u_20,4,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_20,4,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_20,4,My Big Fat Greek Wedding,832,Comedy|Romance
u_20,3,Spider-Man,48390,Action|Adventure|Sci-Fi|Thriller
u_20,3.5,"Ring, The",35913,Horror|Mystery|Thriller
u_20,3.5,"Ring, The",2671,Horror|Mystery|Thriller
u_20,4.5,Catch Me If You Can,50872,Crime|Drama
u_21,3.5,Jumanji,65974,Adventure|Children|Fantasy
u_21,4.5,Star Wars: Episode IV - A New Hope,11,Action|Adventure|Sci-Fi
u_21,4.5,Star Wars: Episode IV - A New Hope,10,Action|Adventure|Sci-Fi
u_21,3,"Mask, The",832,Action|Comedy|Crime|Fantasy
u_21,5,Naked Gun 33 1/3: The Final Insult,1740,Action|Comedy
u_21,5,Naked Gun 33 1/3: The Final Insult,722,Action|Comedy
u_21,2.5,Mrs. Doubtfire,832,Comedy|Drama
u_21,4,Aladdin,9807,Adventure|Animation|Children|Comedy|Musical
u_21,3.5,Batman,4116,Action|Crime|Thriller
u_21,4.5,Mission: Impossible,832,Action|Adventure|Mystery|Thriller
u_21,3.5,Independence Day (a.k.a. ID4),120880,Action|Adventure|Sci-Fi|Thriller
u_21,4.5,Star Wars: Episode V - The Empire Strikes Back,11,Action|Adventure|Sci-Fi
u_21,4.5,Star Wars: Episode V - The Empire Strikes Back,10,Action|Adventure|Sci-Fi
u_21,4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),114707,Action|Adventure
u_21,4.5,Star Wars: Episode VI - Return of the Jedi,11,Action|Adventure|Sci-Fi
u_21,4.5,Star Wars: Episode VI - Return of the Jedi,10,Action|Adventure|Sci-Fi
u_21,4,Indiana Jones and the Last Crusade,120880,Action|Adventure
u_21,4.5,Men in Black (a.k.a. MIB),832,Action|Comedy|Sci-Fi
u_21,4,"Matrix, The",64957,Action|Sci-Fi|Thriller
u_21,4,"Matrix, The",832,Action|Sci-Fi|Thriller
u_21,4,Star Wars: Episode I - The Phantom Menace,11,Action|Adventure|Sci-Fi
u_21,4,Star Wars: Episode I - The Phantom Menace,10,Action|Adventure|Sci-Fi
u_21,4,Mission: Impossible II,832,Action|Adventure|Thriller
u_21,4.5,"Man with the Golden Gun, The",832,Action|Adventure|Thriller
u_21,3.5,X-Men,45375,Action|Adventure|Sci-Fi
u_21,3.5,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_21,3.5,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_21,3,Spider-Man,48390,Action|Adventure|Sci-Fi|Thriller
u_21,3.5,Catch Me If You Can,50872,Crime|Drama
u_21,4,Pirates of the Caribbean: The Curse of the Black Pearl,69520,Action|Adventure|Comedy|Fantasy
u_21,4,Pirates of the Caribbean: The Curse of the Black Pearl,48058,Action|Adventure|Comedy|Fantasy
u_21,4,Pirates of the Caribbean: The Curse of the Black Pearl,473,Action|Adventure|Comedy|Fantasy
u_21,4,Pirates of the Caribbean: The Curse of the Black Pearl,22,Action|Adventure|Comedy|Fantasy
u_21,3.5,"Incredibles, The",120880,Action|Adventure|Animation|Children|Comedy
u_21,3.5,"Wedding Date, The",167058,Comedy|Romance
u_21,3.5,"Wedding Date, The",12768,Comedy|Romance
u_21,3.5,Batman Begins,4116,Action|Crime|IMAX
u_21,1,Star Wars: The Clone Wars,11,Action|Adventure|Animation|Sci-Fi
u_21,1,Star Wars: The Clone Wars,10,Action|Adventure|Animation|Sci-Fi
u_21,3.5,Inception,120880,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
u_21,2.5,Megamind,832,Action|Animation|Children|Comedy|Sci-Fi|IMAX
u_22,3,Memento,832,Mystery|Thriller
u_22,3.5,"Monsters, Inc.",104853,Adventure|Animation|Children|Comedy|Fantasy
u_22,3.5,"Monsters, Inc.",832,Adventure|Animation|Children|Comedy|Fantasy
u_22,2.5,Pirates of the Caribbean: The Curse of the Black Pearl,69520,Action|Adventure|Comedy|Fantasy
u_22,2.5,Pirates of the Caribbean: The Curse of the Black Pearl,48058,Action|Adventure|Comedy|Fantasy
u_22,2.5,Pirates of the Caribbean: The Curse of the Black Pearl,473,Action|Adventure|Comedy|Fantasy
